epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.23276885204478845,0.9128875952011674,0.006455174539811336,0.9993093301181696
2,0.005686146975295921,0.9993119238903423,0.005406788138386149,0.9993093301181696
3,0.005147864433148732,0.9993119238903423,0.005140239319119316,0.9993093301181696
4,0.00490941302691642,0.9993119238903423,0.0049383488949388266,0.9993093301181696
5,0.004707617744898949,0.9993123236763325,0.004714644603574505,0.9993116296054526
6,0.004504023080007133,0.9993151665989288,0.0045012617483735085,0.9993134142821498
7,0.004272189843030567,0.9993164547982304,0.004275732261773486,0.9993130024336813
8,0.004030602560259211,0.9993171137047696,0.0039976546182655375,0.9993143752619099
9,0.0037822480050799176,0.9993206155339053,0.0037721428984346297,0.9993200038576473
10,0.003549247508486494,0.9993256720863358,0.0035309103371288916,0.9993275544129049
11,0.0033297335577762537,0.9993339491370201,0.0033361702852954087,0.9993379879074425
12,0.0031189012209860943,0.9993446397105337,0.003119920102807765,0.9993484900433917
13,0.002923058554864465,0.9993586618339648,0.002943917831334357,0.9993617378357981
14,0.0027297307960052267,0.9993758674384283,0.0027424961221046173,0.9993816781658191
15,0.0025394760175711578,0.9993951089900638,0.002566684762803981,0.9994034374932431
16,0.0023607979847006817,0.9994160385269909,0.0024039352652975,0.9994207694496298
17,0.002189538610748883,0.9994384117355489,0.002236300792831641,0.9994434211154023
18,0.0020285184379730723,0.9994597928825759,0.002069984508964878,0.9994631898418948
19,0.001875917799372831,0.9994823807910176,0.0019137776600053678,0.9994861160733132
20,0.0017311788824761016,0.9995052796441182,0.0017832583935859685,0.9995078754007372
21,0.0015955056256861386,0.9995331758220953,0.0016395438220710135,0.9995319685361498
22,0.0014655925661850816,0.9995607980726346,0.0015280264689443777,0.999556851047794
23,0.0013479047761354437,0.9995875837339726,0.0014130197232589126,0.9995822826907296
24,0.0012389261914321627,0.9996140140299858,0.0013081960362167312,0.9996092930861281
25,0.0011405305733952003,0.9996408959360992,0.0012297475388130317,0.999632768448838
26,0.0010484340824545003,0.9996666821324617,0.0011306681553833187,0.9996578225640107
27,0.0009640763841099782,0.9996927348528177,0.0010390951736973454,0.9996785522702633
28,0.0008889680243749968,0.9997172476567673,0.0009797556334748291,0.9997014785016816
29,0.000819998677386146,0.999739013782896,0.0009156245393499446,0.9997183986095995
30,0.0007575833020755687,0.9997598618819361,0.0008640018618629816,0.9997387164673834
31,0.0007004628866377613,0.9997789553646864,0.0007916055261515654,0.9997528222774328
32,0.0006471328202507689,0.999796190582927,0.0007361287022761714,0.999767065370305
33,0.0005995855297551005,0.9998132629253939,0.0007023598479393583,0.999784706213043
34,0.000557044099092993,0.9998273220660463,0.0006576845010455984,0.9997964782151036
35,0.0005174674482769372,0.9998408925793775,0.000618044123537122,0.9998088679898671
36,0.00048294084462034714,0.9998530490348548,0.0005820542753029328,0.999818443466762
37,0.00044962110890386003,0.9998650278076698,0.0005433468882424327,0.9998307989208197
38,0.0004200053875907682,0.9998750594746441,0.0005169345889813625,0.9998413010567688
39,0.00039232603516071464,0.9998859203273756,0.0004861314474300553,0.9998499498746093
40,0.000368382529510806,0.9998933681923026,0.0004594806445171483,0.9998584957303326
41,0.0003458686005304225,0.9999011195984443,0.0004383643547323747,0.9998658060406501
42,0.0003249483933258388,0.9999074199295108,0.00042649611266544805,0.9998743175756677
43,0.00030554053134834155,0.9999141126431231,0.0003992797495671906,0.9998797402471709
44,0.00028865156199237826,0.9999190729507783,0.00038007428744234715,0.9998866730297256
45,0.0002721840811497333,0.9999241739238744,0.0003620595268260401,0.9998915808906429
46,0.00025777830520911445,0.9999287936730935,0.00034218802298150526,0.9998974497313203
47,0.00024461637312769255,0.9999325916399996,0.0003336592143079123,0.9998998521807205
48,0.0002315654569856711,0.9999369596721139,0.00031807433809332835,0.9999044854759922
49,0.00022067367790752434,0.9999393583880546,0.00031021351549917687,0.9999090844505581
50,0.00020976437956719604,0.9999424678346444,0.00030075124903725315,0.9999105945616096
