epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.2642937750808137,0.9012111050153618,0.006874229830618088,0.9993093301181696
2,0.005991152037819058,0.9993119238903423,0.005551384332088323,0.9993093301181696
3,0.00526148301817603,0.9993119238903423,0.005236778229188461,0.9993093301181696
4,0.005015853626685122,0.9993119238903423,0.005032410952620781,0.9993093301181696
5,0.00480865064408567,0.9993120719592276,0.004812859858457859,0.9993097076459325
6,0.004542671649132745,0.9993131972827554,0.004543656196731787,0.9993111834362783
7,0.004255251043428809,0.9993153072643698,0.004232678419122329,0.9993143066204985
8,0.003942737407129952,0.9993209264785643,0.003933676446859653,0.9993206559510559
9,0.003641886991780188,0.9993260866792145,0.0036409452844124576,0.9993244312286848
10,0.003362203525947565,0.9993349337951069,0.00336266325141948,0.9993362718721568
11,0.0031098367733154763,0.99934748263313,0.003102228403664552,0.9993490048539774
12,0.0028539085760712624,0.9993634074417364,0.0028667509770737244,0.9993681901284727
13,0.002623121084455969,0.999383559617016,0.0026358417056214353,0.9993897092109567
14,0.002399964285698735,0.9994054293913642,0.0024188065614837865,0.999409134730392
15,0.002184839779116466,0.9994298311436499,0.0022095856794084492,0.9994343261283876
16,0.0019886416177880965,0.9994561429845551,0.00202656530130368,0.999460993316729
17,0.0018078462315439167,0.9994850904516173,0.0018449176389437455,0.9994921221968135
18,0.0016448849958162438,0.9995144599150024,0.001689353107044903,0.999518652102332
19,0.0014882327227111337,0.9995450435432464,0.0015482631458256107,0.9995487856819507
20,0.001354118367120371,0.9995772559292279,0.00141908664507075,0.999579090865098
21,0.0012311528030372525,0.9996099939597519,0.0012996757689576882,0.9996053805256765
22,0.0011184234349688484,0.9996412068807581,0.0011937641359579104,0.9996373674234039
23,0.0010163125264363647,0.999671190830017,0.001102367568259629,0.9996659222505597
24,0.000927363804509958,0.9997005899071791,0.00101194159539703,0.9996857939391693
25,0.0008468575335612867,0.9997273829719612,0.0009339003769967419,0.9997046360066074
26,0.0007748808632841555,0.9997504965249454,0.0008668161552542677,0.9997302049323659
27,0.0007123813019291955,0.9997728401197264,0.000810053544298101,0.9997459581362896
28,0.000658642672302233,0.9997925184745733,0.000750724423246888,0.9997655895799592
29,0.000608686953625184,0.9998087616312828,0.0007085275943749226,0.9997785971274256
30,0.0005636963257329318,0.9998254267843154,0.0006597335584676609,0.999792325409712
31,0.000524240443818429,0.9998382125325549,0.0006230072646688384,0.9998094171211586
32,0.0004905653284799497,0.999850902036019,0.0005896460050000594,0.9998187180324076
33,0.00045835796469364756,0.9998622737264046,0.0005546840480886973,0.999828705357771
34,0.0004287496972750178,0.9998720462728297,0.0005318366009025619,0.9998355694989143
35,0.0004029389016006647,0.9998811969299368,0.0005031301832507149,0.9998470326146235
36,0.0003802795939826233,0.9998882894295392,0.00048444039062955056,0.999853244662358
37,0.0003583575746881128,0.9998957669082432,0.00046170932294514316,0.9998616532352584
38,0.0003366792607574992,0.9999029038285113,0.00043785453621799557,0.999869203790516
39,0.0003193412069823214,0.9999096557696777,0.00041955421553351556,0.9998749696690763
40,0.00030409099861695353,0.9999142459051198,0.00040928349615289614,0.9998778526083565
41,0.0002874571280514474,0.9999194209126585,0.00039132388729530457,0.9998819710930424
42,0.00027542785638785464,0.9999231966692319,0.0003777361439111141,0.9998888009134799
43,0.0002638639993689386,0.9999265504294823,0.0003622499778150366,0.9998930910016944
44,0.00025069098219164976,0.9999304520446081,0.0003532799668251895,0.9998963514687375
45,0.0002404528246280911,0.9999330432500996,0.00034558427600691526,0.9998987195974318
46,0.00023149359173149314,0.9999359528036943,0.000330222869076981,0.9999041079482293
47,0.00022110704557528184,0.9999384329575219,0.00032373620734478417,0.9999038677032893
48,0.00021269045014455284,0.999940446694361,0.00031875197489101154,0.9999063387941008
49,0.00020473144215460613,0.9999425936931968,0.0003044154727831483,0.9999108691272554
50,0.0001965983567554188,0.9999445482024819,0.00030135034467093647,0.9999112123343125
