epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.04140472646134022,0.9949203118061237,0.030144279822707176,0.9993260099811476
2,0.02874157300744301,0.9993587876925172,0.027168049978522155,0.99942581459337
3,0.02646147018760188,0.9994736447267891,0.024235226213932037,0.9994969270956137
4,0.022291428958758328,0.9995341974974034,0.017525604352928124,0.9995451476871448
5,0.01295291723158115,0.9995539869039142,0.007477489658273184,0.9995561989543854
6,0.004940060616080833,0.9996184190793215,0.0024308250285685062,0.9996643434980967
7,0.0014096808731237538,0.9997482532813342,0.0008771398771876612,0.9997931834273549
8,0.000575386818834684,0.9998601859551228,0.000552072103556174,0.9998614129903185
9,0.00038954506677467947,0.9999163780970671,0.0004359273936223382,0.9998961112237974
10,0.00031846798767343676,0.9999395064569399,0.0003670958075627613,0.999915262177587
11,0.00028268239901422994,0.9999509373748795,0.00034039549679549126,0.9999259359170647
12,0.00025727470334754605,0.9999572895300558,0.00032040554092068656,0.9999288188563449
13,0.0002448567945851435,0.9999600880319867,0.00030535589198384865,0.9999374333534796
14,0.00023334522686329566,0.9999628421132518,0.0003070372381793837,0.999935580035371
15,0.00022440357208371354,0.9999636861058977,0.0003048766280139367,0.9999375363155968
16,0.00021534980225981746,0.9999652852498582,0.00028765402049220237,0.999940281972054
17,0.00020851940656644013,0.9999663365389433,0.0002829444702701249,0.9999404535755826
18,0.00021040762023916707,0.9999656332117384,0.0002788171791158115,0.9999426157800427
19,0.00020408255354557026,0.9999664179768302,0.0002848518818679552,0.9999439886082714
20,0.00020411448349477723,0.9999666326767137,0.0002783192495161739,0.9999438856461542
21,0.0001924662866592845,0.9999679875070135,0.0002999701766664377,0.9999444004567399
22,0.00018311002996698435,0.9999678690519054,0.0002279447558416555,0.9999459792092029
23,8.13016309761084e-05,0.9999700826817396,0.00017797857883404224,0.9999481757343687
24,7.371878783511094e-05,0.9999712154087116,0.00015760586085469605,0.9999497544868317
25,7.346903881765544e-05,0.9999708008158329,0.0001584660458320286,0.9999508184287088
26,7.33441977814421e-05,0.9999715781774804,0.00016362821015018897,0.9999506468251803
27,7.248233006789516e-05,0.9999721408392442,0.00016919203559294916,0.9999494112797745
28,7.199026507665761e-05,0.9999714523189279,0.00016794411343513415,0.9999494799211859
29,7.140512385905092e-05,0.999972163049577,0.00016672538857584677,0.9999496858454202
30,7.276983987505181e-05,0.9999714819327049,0.0001497179691796191,0.9999517794084689
31,6.843116013761052e-05,0.9999717854739196,0.0001581653305038344,0.9999521569362317
32,7.05998878153419e-05,0.9999723851529049,0.00015448489676390847,0.9999518137291746
33,6.937413483185985e-05,0.9999716670188115,0.00015734211550667309,0.9999521912569375
34,6.627530182545615e-05,0.9999720890151343,0.0001585879231592676,0.9999516078049403
35,6.599486857114367e-05,0.9999728885871146,0.00014507433017850138,0.9999528776710518
36,6.60464062311181e-05,0.9999723629425721,0.00015400808339248985,0.9999521569362317
37,6.490997543745539e-05,0.9999723851529049,0.00015444801801305192,0.999953461123049
38,6.30915472154609e-05,0.9999729107974474,0.0001390145590938538,0.9999537356886947
39,6.235867650914763e-05,0.9999724591873475,0.00014181596242661515,0.9999538729715176
40,6.239105159771016e-05,0.9999727997457835,0.00014220525218451468,0.9999546966684548
41,6.0967497835303933e-05,0.9999730218491113,0.0001415177121089073,0.9999532551988147
42,6.10689612197029e-05,0.9999729330077802,0.0001335657177081045,0.9999553144411577
43,6.240163516212438e-05,0.9999727775354507,0.00015271044433645258,0.9999535297644604
44,6.146907185017267e-05,0.9999720890151343,0.00014371230421462454,0.9999539072922233
45,5.950903651577174e-05,0.9999728737802261,0.00014615597207851423,0.9999546623477491
46,5.9269426451970096e-05,0.999972333328795,0.00013680563716451827,0.9999549712341005
47,5.782558489441633e-05,0.9999732883731047,0.0001435865930174119,0.9999553487618634
48,5.813987481193398e-05,0.9999727701320065,0.00014313433124558427,0.9999540788957519
49,5.7406105758059115e-05,0.999973577107431,0.00014102698388831833,0.9999556576482148
50,5.66911062961504e-05,0.9999730070422228,0.00013595944773652052,0.9999554860446862
