epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.08540212611357371,0.9820023676658954,0.06838410986321312,0.9993093301181696
2,0.12461764067411422,0.9987640690149963,0.1547178030014038,0.9984522048136163
3,0.1545453151067098,0.9984535537557832,0.15438135606901987,0.9984522048136163
4,0.15450653831164043,0.9984535537557832,0.1547414766890662,0.9984522048136163
5,0.154351411263148,0.9984535537557832,0.15451831477028982,0.9984522048136163
6,0.15446955660978953,0.9984535537557832,0.15477330769811357,0.9984522048136163
7,0.15483871400356292,0.9984535537557832,0.15447436485971724,0.9984522048136163
8,0.1547195206085841,0.9984535537557832,0.15426879695483617,0.9984522048136163
9,0.1545096829533577,0.99845363519367,0.15434812009334564,0.9984522734550277
10,0.10054660042126974,0.998973704942703,0.06882650298731667,0.9993093301181696
11,0.0689191294213136,0.9993120201351178,0.06888731781925474,0.9993093301181696
12,0.06873967771728834,0.9993121015730047,0.06886333014283862,0.9993093301181696
13,0.06856952061255774,0.9993121015730047,0.06876823731831141,0.9993093301181696
14,0.06868060380220413,0.9993121015730047,0.06869908209357943,0.9993093301181696
15,0.06880963519215584,0.9993121015730047,0.06905216510806765,0.9993093301181696
16,0.0685889075199763,0.999312227431557,0.06925449626786369,0.9993093644388753
17,0.06875759586691857,0.9993122718522226,0.06918632132666451,0.9993093301181696
18,0.0685725450515747,0.9993122792556669,0.0691154950431415,0.9993092271560525
19,0.06843829254309336,0.9993123310797767,0.0684538504907063,0.9993092614767581
20,0.06865391756097476,0.9993123236763325,0.06862875287021909,0.9993092271560525
21,0.0684049562861522,0.9993123903073308,0.06896131272826876,0.9993092271560525
22,0.06853710015614828,0.9993123829038866,0.06892361279044833,0.9993093644388753
23,0.06876826460162798,0.9993123755004423,0.06874320123876844,0.9993093644388753
24,0.06853745654225349,0.9993123829038866,0.0686020702123642,0.9993093644388753
25,0.06856935496131579,0.9993124717452176,0.06869778569255557,0.9993091928353468
26,0.06854928284883499,0.9993124643417735,0.06869065761566162,0.9993092271560525
27,0.06864357044299443,0.9993124865521062,0.06842848339251109,0.9993093644388753
28,0.07725361386934916,0.9992218683943462,0.06873513438871928,0.9993092957974639
29,0.06860430166125298,0.9993123829038866,0.06859930285385676,0.9993093301181696
30,0.06838123525182406,0.9993124347279964,0.06879504876477378,0.999309398759581
31,0.07001021454731624,0.9992973317017031,0.0684998801776341,0.9993093301181696
32,0.06869858031471571,0.9993124347279964,0.06868814038378852,0.9993094674009925
33,0.06887760137518247,0.9993124643417735,0.06886190282446998,0.9993094674009925
34,0.06852600201964379,0.9993124273245522,0.06891411010708128,0.9993094674009925
35,0.06830755559106667,0.9993124051142194,0.06879031871046339,0.999309398759581
36,0.06894791200757026,0.9993123829038866,0.06857914903334209,0.9993095360424039
37,0.06876475363969803,0.9993125827968816,0.06847127420561654,0.999309776287344
38,0.06839773505926132,0.9993126568313242,0.06856512278318405,0.9993097076459325
39,0.06860977758963903,0.9993127086554341,0.06890235734837395,0.9993097076459325
40,0.06864370455344518,0.999312878934652,0.06843652044023786,0.9993098449287554
41,0.06850714509685835,0.9993130640207586,0.06881673101867948,0.9993099135701667
42,0.06855092768867811,0.9993130270035373,0.06873482039996556,0.9993099135701667
43,0.06857018396258355,0.9993127678829882,0.06903578553880964,0.9993100165322839
44,0.06877103919784228,0.9993130047932045,0.0689467266201973,0.9993099822115782
45,0.06827236351867517,0.999313130651757,0.06870010708059583,0.9993099478908725
46,0.06866501917441686,0.999313019600093,0.06882953537361962,0.9993099822115782
47,0.06833682184418043,0.999313219493088,0.06847617881638664,0.9993099822115782
48,0.06853366891543071,0.9993133379481963,0.06862709458385195,0.9993101538151068
49,0.06826475635170937,0.9993134193860832,0.06885850535971778,0.9993102910979297
50,0.0685467633108298,0.9993132713171979,0.06901998924357551,0.999310256777224
