epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.030263411681143902,0.9944465580043903,0.005488519413539996,0.9993134829235613
2,0.0037965324516288745,0.9993236583494968,0.0030568676033558752,0.9993321533874708
3,0.00250473258117389,0.9993719510164141,0.0022595211003835383,0.9994074186951062
4,0.001777969997248843,0.9994815886224816,0.00159142006528922,0.9995465548360791
5,0.0012242263491448555,0.9996106084456257,0.0011089533442058242,0.9996562438115477
6,0.000831182247115315,0.9997287896263709,0.0008047813003381285,0.9997492529240384
7,0.0005774047831670406,0.9998145585281396,0.0006005544251260849,0.9998154232446589
8,0.00041889448592471133,0.999870669232197,0.0004656190738807289,0.9998528671345952
9,0.0003179981319520336,0.9999062131680961,0.00038721280109782057,0.999882382941511
10,0.0002556284571177939,0.9999256546127266,0.0003259675957871458,0.9999028724028235
11,0.00020833407691878895,0.999939114074394,0.0002841525699925394,0.9999136147837127
12,0.00017747009679492022,0.999948094452283,0.00026375321445252316,0.9999198268314472
13,0.0001565293314653791,0.9999535655975923,0.0002356781999249226,0.9999285786114048
14,0.00013971234496153542,0.9999573857748312,0.00022399643393537888,0.9999306721744535
15,0.00012958224627247048,0.999960013997544,0.0002198055590270087,0.9999354427525481
16,0.00011882963742061844,0.9999615687208389,0.00020460366011740497,0.9999380168054768
17,0.00011240085841874934,0.9999636046680108,0.0001928439328017143,0.9999379481640653
18,0.00010589876941765427,0.9999644782744337,0.00019096388636031546,0.9999427187421599
19,9.957336218436607e-05,0.999965677632404,0.00018361676162525188,0.9999408654240513
20,9.83205620566598e-05,0.9999660774183942,0.0001779316102888865,0.9999430962699227
21,9.45913195450846e-05,0.9999673137935857,0.00017245197131370122,0.9999455330400285
22,9.08467345575018e-05,0.9999680171207906,0.00018648724597789205,0.9999445377395628
23,8.4377750075267e-05,0.9999693349338692,0.00016774597959458613,0.9999472833960201
24,8.503637544867487e-05,0.9999694163717561,0.00016677712483215146,0.9999466656233172
25,8.17858533867591e-05,0.9999699790335199,0.0001692004292495907,0.9999465969819058
26,8.238896450951186e-05,0.9999699938404084,0.00016091312304174958,0.9999500290524774
27,8.042727989586405e-05,0.999969557037197,0.0001615275188949174,0.999948862148483
28,7.892918976224784e-05,0.9999706379400591,0.0001644621650204779,0.9999498231282431
29,7.91367298612992e-05,0.9999705639056166,0.0001639570400584489,0.9999489307898944
30,7.600432445153865e-05,0.9999709636916067,0.00016237063783382138,0.9999491367141288
31,7.425549894180268e-05,0.9999712672328214,0.0001525871465184117,0.9999504752216517
32,7.521551649402588e-05,0.9999713560741526,0.00015400464438313904,0.9999508184287088
33,7.485309090867288e-05,0.9999711043570476,0.0001477734104600341,0.9999520539741147
34,7.092078587261196e-05,0.9999717632635869,0.00014572766611728675,0.999952019653409
35,6.973195748784754e-05,0.9999725850458999,0.00015045557525949195,0.9999524315018775
36,7.109722874647715e-05,0.9999718447014738,0.0001581530929028164,0.9999520882948204
37,6.813801743331939e-05,0.9999726886941196,0.0001475084942425243,0.9999518480498804
38,6.966502116530393e-05,0.9999723629425721,0.000155312290119652,0.9999535297644604
39,6.780705473666343e-05,0.9999722741012409,0.00013986843203803382,0.9999540788957519
40,6.737899970269213e-05,0.9999720964185786,0.00014531820432659096,0.9999525687847004
41,6.691419296727802e-05,0.999972303715018,0.0001319346113002841,0.9999545593856319
42,6.575974314020843e-05,0.9999723777494606,0.00013741384631989954,0.999954181857869
43,6.471614961678552e-05,0.9999727627285622,0.00014028281181638775,0.999955280120452
44,6.402902935460433e-05,0.9999727035010081,0.0001396200048195449,0.999955760610332
45,6.388752037434417e-05,0.9999723925563491,0.0001301153143476068,0.9999560694966834
46,6.344323712535418e-05,0.9999728219561163,0.00013701953531171268,0.9999546966684548
47,6.584889485807213e-05,0.9999728959905589,0.0001340729955140537,0.999956000855272
48,6.528704883142684e-05,0.9999726294665655,0.00013236700537023493,0.9999547309891605
49,6.162420543419142e-05,0.9999737621935375,0.0001311707366347456,0.9999547996305719
50,6.168889986006862e-05,0.9999731921283294,0.00013339913437868326,0.9999546966684548
